ListingID,SellerCity,SellerState,SellerZip,SellerListSrc,SellerRating,VehBodystyle,VehCertified,VehColorExt,VehColorInt,VehDriveTrain,VehEngine,VehFuel,VehHistory,VehListdays,VehMake,VehMileage,VehModel,VehPriceLabel,VehType,VehTransmission,VehYear,Vehicle_Trim,Dealer_Listing_Price
564253,Des Moines,IA,50321,HomeNet Automotive,3.8,SUV,FALSE,Bright White Clearcoat,Brown/Indigo Blue,4WD,Regular Unleaded V-6 3.6 L/220,Gasoline,"1 Owner, Buyback Protection Eligible",78.50881944,Jeep,44339,Grand Cherokee,Good Deal,Used,8-Speed Automatic w/OD,2015,Overland,26300
564881,Grapevine,TX,76051,Digital Motorworks (DMi),4.6,SUV,FALSE,Silver,Jet Black,AWD,3.6L V6 24V GDI DOHC,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",49.92913194,Cadillac,26744,XT5,Good Deal,Used,8-Speed Automatic,2018,Premium Luxury,39345
565368,Lowell,MI,49331,Inventory Command Center,3,SUV,FALSE,Bright White Clearcoat,black,4WD,3.6L V6 24V VVT,Gasoline,"1 Owner, Accident(s) Reported, Buyback Protection Eligible",62.67016204,Jeep,42940,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2015,Overland,26997
566490,Lawrenceville,GA,30046,Jeep Certified Program,4.8,SUV,TRUE,Silver,,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"1 Owner, Buyback Protection Eligible",6.494444444,Jeep,18500,Grand Cherokee,Fair Price,Used,8-Speed Automatic,2018,Overland,40945
569364,White Bear Lake,MN,55110,HomeNet Automotive,3,SUV,FALSE,Bright White Clearcoat,Black,4WD,Regular Unleaded V-8 5.7 L/345,Gasoline,"0 Owners, Buyback Protection Eligible",32.62351852,Jeep,43238,Grand Cherokee,Fair Price,Used,8-Speed Automatic w/OD,2018,High Altitude,37988
570490,Peru,IL,61354,Digital Motorworks (DMi),3.7,SUV,FALSE,Diamond Black,Black,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",68.95976852,Jeep,44612,Grand Cherokee,Great Deal,Used,8-Speed Automatic,2017,Laredo,22977
571016,Urbandale,IA,50323,Jeep Certified Program,4.9,SUV,TRUE,Black,,,,Gasoline,"1 Owner, Buyback Protection Eligible",2.964398148,Jeep,42606,Grand Cherokee,Good Deal,Used,Automatic,2015,,28499
576573,East Aurora,NY,14052,Digital Motorworks (DMi),4.5,SUV,FALSE,Radiant Silver Metallic,Jet Black,FWD,3.6L V6 24V GDI DOHC,Gasoline,"0 Owners, Accident(s) Reported, Non-Personal Use Reported, Title Issue(s) Reported",17.42717593,Cadillac,10,XT5,Good Deal,Used,8-Speed Automatic,2019,Luxury,49645
579061,Syracuse,NY,13204,Inventory Command Center,4.8,SUV,FALSE,Billet Silver,Black,4x4,V-6 cyl,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",39.60356481,Jeep,24496,Grand Cherokee,Good Deal,Used,8-Speed Automatic w/OD,2018,Limited,29999
580073,Cranberry Twp,PA,16066,Digital Motorworks (DMi),4.9,SUV,FALSE,Bright White Clearcoat,,4WD,3.6L V6 24V MPFI DOHC,Gasoline,,1.465034722,Jeep,26551,Grand Cherokee,,Used,8-Speed Automatic,2015,Limited,27600
580945,Oak Lawn,IL,60453,Jeep Certified Program,4.2,SUV,TRUE,Granite Crystal Clearcoat Metallic,Black,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"1 Owner, Buyback Protection Eligible",56.48967593,Jeep,26425,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2017,Altitude,31995
583021,Merrill,WI,54452,Jeep Certified Program,0,SUV,TRUE,Bright White Clearcoat,Black,4WD,5.7L V8 16V MPFI OHV,Gasoline,"1 Owner, Accident(s) Reported, Buyback Protection Eligible",96.47288194,Jeep,31680,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2016,Overland,33990
587272,Alexandria,VA,22302,Digital Motorworks (DMi),4.8,SUV,FALSE,Brilliant Black Crystal Pearlcoat,Black,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"1 Owner, Buyback Protection Eligible",21.96010417,Jeep,35902,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2015,Limited,25494
587388,Quincy,IL,62305,Digital Motorworks (DMi),5,SUV,TRUE,Silver,Jet Black,AWD,3.6L V6 24V GDI DOHC,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",23.84390046,Cadillac,22218,XT5,,Used,8-Speed Automatic,2018,Premium Luxury,
593878,Paw Paw,MI,49079,Digital Motorworks (DMi),4.9,SUV,FALSE,Sangria Metallic,Light Frost,4WD,5.7L V8 16V MPFI OHV,Gasoline,"1 Owner, Buyback Protection Eligible",55.95356481,Jeep,5789,Grand Cherokee,Fair Price,Used,8-Speed Automatic,2019,Overland,49995
594233,Defiance,OH,43512,Digital Motorworks (DMi),4.8,SUV,FALSE,Red Passion Tintcoat,Jet Black,AWD,3.6L V6 24V GDI DOHC,Gasoline,"1 Owner, Buyback Protection Eligible",12.89546296,Cadillac,21266,XT5,Good Deal,Used,8-Speed Automatic,2017,Premium Luxury,36800
594790,St. Louis,MO,63103,Digital Motorworks (DMi),4.6,SUV,FALSE,Gray,Black,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",1.989641204,Jeep,48028,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2017,Limited,24900
599592,Charlotte,NC,28269,Digital Motorworks (DMi),4.6,SUV,FALSE,Silver,Black,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",1.974270833,Jeep,42455,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2017,Limited,27200
602262,Depew,NY,14043,Digital Motorworks (DMi),4.7,SUV,FALSE,Gray,,4WD,3.6L V6 24V MPFI DOHC Flexible Fuel,E85 Flex Fuel,"1 Owner, Buyback Protection Eligible",76.98518519,Jeep,19995,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2015,Laredo,23000
602487,Warren,PA,16365,Jeep Certified Program,4.8,SUV,TRUE,Gray,Black,,,Gasoline,"1 Owner, Buyback Protection Eligible",67.95618056,Jeep,5142,Grand Cherokee,Good Deal,Used,Automatic,2018,,34379
603028,Kokomo,IN,46902,HomeNet Automotive,3.5,SUV,FALSE,True Blue,Black,4WD,Regular Unleaded V-6 3.6 L/220,Gasoline,"1 Owner, Buyback Protection Eligible",67.74622685,Jeep,26907,Grand Cherokee,Good Deal,Used,8-Speed Automatic w/OD,2016,Overland,33474
606412,Massillon,OH,44646,Jeep Certified Program,2.8,SUV,TRUE,Gray,Black,,,Gasoline,"1 Owner, Buyback Protection Eligible",27.94208333,Jeep,44556,Grand Cherokee,Good Deal,Used,Automatic,2015,,30985
610109,Detroit Lakes,MN,56501,Digital Motorworks (DMi),4.9,SUV,TRUE,Dark Granite Metallic,Maple Sugar,AWD,3.6L V6 24V GDI DOHC,Gasoline,"1 Owner, Buyback Protection Eligible",109.9434606,Cadillac,6344,XT5,Fair Price,Used,8-Speed Automatic,2018,Platinum,50661
610777,Dallas,TX,75209,Digital Motorworks (DMi),4.8,SUV,TRUE,Stellar Black Metallic,Jet Black,FWD,3.6L V6 24V GDI DOHC,Gasoline,"0 Owners, Accident(s) Reported, Non-Personal Use Reported, Title Issue(s) Reported",4.784467593,Cadillac,9548,XT5,Fair Price,Used,8-Speed Automatic,2018,Luxury,39888
610842,Rapid City,SD,57701,Digital Motorworks (DMi),4.8,SUV,FALSE,Black,,AWD,3.6L V6 24V GDI DOHC,Gasoline,"0 Owners, Accident(s) Reported, Non-Personal Use Reported, Title Issue(s) Reported",45.43318287,Cadillac,1039,XT5,Good Deal,Used,8-Speed Automatic,2018,Luxury,42988
612991,Canton,OH,44118,HomeNet Automotive,3.8,SUV,FALSE,Granite Crystal Metallic Clearcoat,Black,4WD,Regular Unleaded V-6 3.6 L/220,Gasoline,,11.44751157,Jeep,41062,Grand Cherokee,Good Deal,Used,8-Speed Automatic w/OD,2015,Altitude,27140
619648,Lindon,UT,84042,Digital Motorworks (DMi),4.1,SUV,FALSE,Crystal White,Cirrus,FWD,3.6L V6 24V GDI DOHC,Gasoline,"1 Owner, Accident(s) Reported, Title Issue(s) Reported",9.91375,Cadillac,12097,XT5,Good Deal,Used,8-Speed Automatic,2017,Premium Luxury,31399
620080,Des Moines,IA,50321,HomeNet Automotive,3.8,SUV,FALSE,Granite Crystal Metallic Clearcoat,Black,4WD,Regular Unleaded V-6 3.6 L/220,Gasoline,"1 Owner, Buyback Protection Eligible",24.82832176,Jeep,15526,Grand Cherokee,Good Deal,Used,8-Speed Automatic w/OD,2018,Limited,31930
620749,Hiawatha,IA,52233,Digital Motorworks (DMi),4.7,SUV,FALSE,Dark Adriatic Blue Metallic,Shara Beige,AWD,3.6L V6 24V GDI DOHC,Gasoline,"1 Owner, Buyback Protection Eligible",104.4375231,Cadillac,14900,XT5,Good Deal,Used,8-Speed Automatic,2017,Premium Luxury,39990
625795,Maquoketa,IA,52060,HomeNet Automotive,4.8,SUV,FALSE,Diamond Black Crystal Pearlcoat,Black,4WD,3.6L V6,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",151.6315394,Jeep,11832,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2018,Overland,37504
628580,Raleigh,NC,27606,HomeNet Automotive,3.8,SUV,FALSE,Granite Crystal Metallic Clearcoat,Black,4WD,Regular Unleaded V-6 3.6 L/220,Gasoline,,27.8709375,Jeep,41062,Grand Cherokee,Good Deal,Used,8-Speed Automatic w/OD,2015,Altitude,27140
629634,North Riverside,IL,60546,HomeNet Automotive,4.4,SUV,FALSE,Bright White Clearcoat,Black,4WD,Regular Unleaded V-6 3.6 L/220,Gasoline,"1 Owner, Buyback Protection Eligible",48.44686343,Jeep,33127,Grand Cherokee,Good Deal,Used,8-Speed Automatic w/OD,2015,High Altitude,30977
631030,Elizabethtown,PA,17022,Inventory Command Center,5,SUV,FALSE,Blue,Gray,4X4,3.6L V6,Gasoline,"1 Owner, Buyback Protection Eligible",97.60459491,Jeep,25800,Grand Cherokee,Good Deal,Used,Automatic 8-Speed,2015,Laredo,22300
633510,Fond Du Lac,WI,54937,Cadillac Certified Program,4.6,SUV,TRUE,White,Tan,,,Gasoline,"1 Owner, Buyback Protection Eligible",6.915671296,Cadillac,35013,XT5,Good Deal,Used,,2017,,33998
634117,Albert Lea,MN,56007,Digital Motorworks (DMi),4.8,SUV,FALSE,Black,Black,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"1 Owner, Buyback Protection Eligible",13.96478009,Jeep,45762,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2017,Limited,27867
634396,Duncansville,PA,16635,Digital Motorworks (DMi),4.3,SUV,FALSE,Granite Crystal,Black,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",11.48922454,Jeep,19965,Grand Cherokee,Great Deal,Used,8-Speed Automatic,2018,Limited,29498
634911,Wentzville,MO,63385,Inventory Command Center,4.4,SUV,FALSE,Velvet Red Pearlcoat,Black,4WD,3.6L V6,Gasoline,"1 Owner, Buyback Protection Eligible",19.81690972,Jeep,25294,Grand Cherokee,Good Deal,Used,Automatic,2017,Laredo,30977
635822,West Palm Beach,FL,33407,HomeNet Automotive,4,SUV,TRUE,Stellar Black Metallic,Cirrus,FWD,Gas V6 3.6L/222.6,Gasoline,"1 Owner, Buyback Protection Eligible",33.70450231,Cadillac,19943,XT5,Good Deal,Used,8-Speed Automatic,2017,Premium Luxury FWD,35981
638399,Grandville,MI,49401,HomeNet Automotive,4,SUV,FALSE,Stellar Black Metallic,Jet Black,FWD,Gas V6 3.6L/222.6,Gasoline,"1 Owner, Buyback Protection Eligible",82.48912037,Cadillac,11310,XT5,Good Deal,Used,8-Speed Automatic,2017,Premium Luxury FWD,36380
640678,Ballwin,MO,63011,Inventory Command Center,4.8,SUV,FALSE,Maximum Steel Metallic Clearcoat,black,4WD,3.6L V6 24V VVT,Gasoline,"1 Owner, Buyback Protection Eligible",18.16353009,Jeep,45913,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2016,Limited,26700
640937,Knoxville,TN,37902,Digital Motorworks (DMi),4.6,SUV,FALSE,Red,Black,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",6.9890625,Jeep,36334,Grand Cherokee,Great Deal,Used,8-Speed Automatic,2016,Overland,29200
643860,Lititz,PA,17543,Jeep Certified Program,4.7,SUV,TRUE,Black,,,,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",55.97252315,Jeep,15693,Grand Cherokee,Good Deal,Used,Automatic,2018,,36991
645797,Cleveland,OH,44129,Digital Motorworks (DMi),4.8,SUV,FALSE,Bright White Clearcoat,Black,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"1 Owner, Non-Personal Use Reported, Title Issue(s) Reported, Buyback Protection Eligible",4.480717593,Jeep,34269,Grand Cherokee,,Used,8-Speed Automatic,2015,Limited,22189
646431,East Moline,IL,61244,Digital Motorworks (DMi),4.9,SUV,FALSE,Radiant Silver Metallic,Jet Black,AWD,3.6L V6 24V GDI DOHC,Gasoline,"1 Owner, Buyback Protection Eligible",73.84472222,Cadillac,11716,XT5,Good Deal,Used,8-Speed Automatic,2018,Platinum,48600
647904,San Antonio,TX,78230,Digital Motorworks (DMi),4.7,SUV,TRUE,Crystal White Tri-Coat,Cirrus,FWD,3.6L V6 24V GDI DOHC,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",4.908101852,Cadillac,29107,XT5,Good Deal,Used,8-Speed Automatic,2018,Premium Luxury,36999
647961,Warren,MI,48093,Digital Motorworks (DMi),4.8,SUV,FALSE,Diamond Black,Black,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",6.490277778,Jeep,36203,Grand Cherokee,Great Deal,Used,8-Speed Automatic,2018,Limited,27640
648192,Cathedral City,CA,92234,Digital Motorworks (DMi),4.8,SUV,TRUE,Bronze Dune Metallic,Jet Black,AWD,3.6L V6 24V GDI DOHC,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",37.88885417,Cadillac,31009,XT5,Good Deal,Used,8-Speed Automatic,2018,Premium Luxury,36000
649249,Lexington,KY,40509,Digital Motorworks (DMi),2.8,SUV,FALSE,Billet Silver Metallic Clearcoat,Black,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",21.95512731,Jeep,11246,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2019,Limited,34995
649385,Rochester,NY,14626,Jeep Certified Program,5,SUV,TRUE,Diamond Black,Black,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"1 Owner, Buyback Protection Eligible",18.6069213,Jeep,14368,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2018,Laredo,29995
659950,Chicago,IL,60603,Digital Motorworks (DMi),4.6,SUV,FALSE,Red,Black,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",38.72863426,Jeep,43511,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2017,Limited,24800
662662,Bedford,OH,44146,Digital Motorworks (DMi),4.6,SUV,FALSE,Gray,,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"1 Owner, Buyback Protection Eligible",31.73362269,Jeep,42053,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2017,Altitude,29567
663642,Lexington,KY,40505,Digital Motorworks (DMi),4.2,SUV,FALSE,White,,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"1 Owner, Buyback Protection Eligible",55.84261574,Jeep,30868,Grand Cherokee,Great Deal,Used,8-Speed Automatic,2015,Limited,24059
664326,Ivel,KY,41642,Digital Motorworks (DMi),5,SUV,FALSE,Bright White Clearcoat,Black,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"1 Owner, Buyback Protection Eligible",45.44976852,Jeep,44975,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2016,Laredo,20922
667945,Middleton,WI,53562,Inventory Command Center,0,SUV,FALSE,Bright White Clearcoat,Ruby Red/Black,4WD,V6 Cylinder Engine 3.6L,Gasoline,"1 Owner, Buyback Protection Eligible",75.315,Jeep,15906,Grand Cherokee,Great Deal,Used,8-Speed A/T,2017,Trailhawk,30500
670534,Pinellas Park,FL,33781,Digital Motorworks (DMi),4.8,SUV,FALSE,Crystal White,Shara Beige,FWD,3.6L V6 24V GDI DOHC,Gasoline,"1 Owner, Buyback Protection Eligible",2.902407407,Cadillac,28489,XT5,Good Deal,Used,8-Speed Automatic,2017,Luxury,40000
671842,Duncansville,PA,16635,Digital Motorworks (DMi),4.3,SUV,FALSE,Silver,Black,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",96.48253472,Jeep,11767,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2018,Overland,35998
675078,New Orleans,LA,70125,Digital Motorworks (DMi),3.8,SUV,FALSE,Crystal White Tri-Coat,Shara Beige,FWD,3.6L V6 24V GDI DOHC,Gasoline,"1 Owner, Buyback Protection Eligible",158.8358449,Cadillac,32468,XT5,Good Deal,Used,8-Speed Automatic,2017,Premium Luxury,34899
675871,Warsaw,IN,46582,Jeep Certified Program,4.3,SUV,TRUE,Blue,Black,,,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",570.9654398,Jeep,24661,Grand Cherokee,Fair Price,Used,Automatic,2017,,37124
676012,Matteson,IL,60443,My Dealer Center,4.4,SUV,FALSE,Deep Cherry Red Crystal Pearlcoat,Black / Light Frost Beige,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"1 Owner, Buyback Protection Eligible",552.959375,Jeep,18240,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2015,Limited,27910
677943,Sterling Heights,MI,48313,Jeep Certified Program,4.2,SUV,TRUE,Deep Cherry Red Crystal Pearlcoat,Black,4WD,Regular Unleaded V-6 3.6 L/220,Gasoline,"1 Owner, Buyback Protection Eligible",169.4736921,Jeep,31055,Grand Cherokee,Good Deal,Used,8-Speed Automatic w/OD,2015,Laredo,25495
680666,Medina,OH,44256,Digital Motorworks (DMi),2.6,SUV,TRUE,Crystal White Tri-Coat,Shara Beige,AWD,3.6L V6 24V GDI DOHC,Gasoline,"1 Owner, Buyback Protection Eligible",54.91842593,Cadillac,3962,XT5,Good Deal,Used,8-Speed Automatic,2018,Base,37544
681258,St. Louis,MO,63112,HomeNet Automotive,5,SUV,FALSE,Velvet Red Pearlcoat,Black,4WD,Regular Unleaded V-6 3.6 L/220,Gasoline,,0.652037037,Jeep,23262,Grand Cherokee,,Used,8-Speed Automatic w/OD,2017,Summit,40980
681928,Hamburg,NY,14075,Inventory Command Center,3.8,SUV,FALSE,Sangria Metallic Clearcoat,black,4WD,3.0L V6 Turbodiesel,Diesel,"1 Owner, Buyback Protection Eligible",4.894131944,Jeep,0,Grand Cherokee,,Used,8-Speed Automatic,2018,High Altitude,43987
684266,Lynnwood,WA,98036,Digital Motorworks (DMi),4.7,SUV,FALSE,Stellar Black Metallic,Jet Black,AWD,3.6L V6 24V GDI DOHC,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",71.89101852,Cadillac,30215,XT5,Good Deal,Used,8-Speed Automatic,2018,Luxury,35145
685692,Columbus,OH,43201,Digital Motorworks (DMi),4.6,SUV,FALSE,Red,Black,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",8.975763889,Jeep,44031,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2017,Laredo,22500
687139,Bardstown,KY,40004,HomeNet Automotive,4.9,SUV,FALSE,Brilliant Black Crystal Pearlcoat,Black,4WD,Premium Unleaded V-8 6.4 L/392,Gasoline,"2 Owners, Buyback Protection Eligible",5.647708333,Jeep,18508,Grand Cherokee,Fair Price,Used,8-Speed Automatic w/OD,2015,SRT,55680
687720,Duncansville,PA,16635,Digital Motorworks (DMi),4.3,SUV,FALSE,Bright White,Black,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",47.73798611,Jeep,17741,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2018,Summit,38998
688780,Ames,IA,50010,Digital Motorworks (DMi),4.8,SUV,FALSE,True Blue,Black,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",326.4877662,Jeep,34328,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2017,Limited,29288
689571,Harrisburg,PA,17111,Inventory Command Center,4.3,SUV,FALSE,Brilliant Black Crystal Pearl,Black,4WD,3.6L V6,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",61.51313657,Jeep,43857,Grand Cherokee,Good Deal,Used,Automatic,2015,Altitude,26500
691968,Frankfort,KY,40601,Digital Motorworks (DMi),0,SUV,FALSE,Granite Crystal Clearcoat Metallic,Black,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",46.42137731,Jeep,30070,Grand Cherokee,Great Deal,Used,8-Speed Automatic,2017,Limited,27990
697074,Glen Burnie,MD,21061,Digital Motorworks (DMi),4,SUV,FALSE,Mineral Gray,,,3.6L V6 24V MPFI DOHC,Gasoline,"1 Owner, Buyback Protection Eligible",28.84961806,Jeep,29122,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2016,Limited,28555
702270,ASHLAND,OH,44805,Jeep Certified Program,0,SUV,TRUE,White,,,,Gasoline,"1 Owner, Buyback Protection Eligible",13.96443287,Jeep,9545,Grand Cherokee,Good Deal,Used,Automatic,2018,,33789
702527,Pulaski,WI,54162,Digital Motorworks (DMi),4.7,SUV,FALSE,Stellar Black Metallic,Jet Black,AWD,3.6L V6 24V GDI DOHC,Gasoline,"1 Owner, Buyback Protection Eligible",86.82215278,Cadillac,14788,XT5,Good Deal,Used,8-Speed Automatic,2018,Luxury,35994
706246,Frederick,MD,21702,Digital Motorworks (DMi),4.7,SUV,FALSE,Dark Adriatic Blue Metallic,,AWD,3.6L V6 24V GDI DOHC,Gasoline,"1 Owner, Buyback Protection Eligible",97.86002315,Cadillac,5865,XT5,Good Deal,Used,8-Speed Automatic,2017,Luxury,36315
707883,Kenosha,WI,53142,HomeNet Automotive,4.8,SUV,FALSE,Diamond Black Crystal Pearlcoat,Black,4WD,Regular Unleaded V-6 3.6 L/220,Gasoline,"1 Owner, Buyback Protection Eligible",15.28677083,Jeep,19743,Grand Cherokee,Fair Price,Used,8-Speed Automatic w/OD,2017,Limited,30995
709556,Toledo,OH,43615,Jeep Certified Program,4.8,SUV,TRUE,Bright White Clearcoat,Light Frost Beige / Black,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"1 Owner, Buyback Protection Eligible",10.94799769,Jeep,43163,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2015,Limited,24821
712545,Sikeston,MO,63801,Digital Motorworks (DMi),5,SUV,FALSE,Brilliant Black Crystal Pearlcoat,Black,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"1 Owner, Buyback Protection Eligible",566.7289005,Jeep,31827,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2015,Limited,31900
714183,Laurel,MD,20723,Digital Motorworks (DMi),2.9,SUV,FALSE,Blue,Black,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",13.73686343,Jeep,37135,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2015,Limited,24998
714986,El Paso,TX,79925,Digital Motorworks (DMi),4.7,SUV,TRUE,Dark Granite Metallic,Shara Beige,FWD,3.6L V6 24V GDI DOHC,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",70.428125,Cadillac,27522,XT5,Good Deal,Used,8-Speed Automatic,2018,Premium Luxury,43995
716859,Bridgeton,NJ,8302,HomeNet Automotive,2.8,SUV,FALSE,Red Passion Tintcoat,Sahara Beige,FWD,Gas V6 3.6L/222.6,Gasoline,"2 Owners, Non-Personal Use Reported, Buyback Protection Eligible",5.587604167,Cadillac,19077,XT5,Great Deal,Used,8-Speed Automatic,2017,FWD,30900
716993,Beaverdale,PA,15921,HomeNet Automotive,4.6,SUV,FALSE,Bright White Clearcoat,Brown,4WD,Regular Unleaded V-6 3.6 L/220,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",133.4963426,Jeep,44827,Grand Cherokee,Good Deal,Used,8-Speed Automatic w/OD,2015,Summit,28495
719375,Buffalo,MN,55313,Digital Motorworks (DMi),4.9,SUV,FALSE,Crystal White Tri-Coat,Maple Sugar,AWD,3.6L V6 24V GDI DOHC,Gasoline,"1 Owner, Buyback Protection Eligible",18.90167824,Cadillac,21864,XT5,Good Deal,Used,8-Speed Automatic,2017,Platinum,43877
719692,Princeton,KY,42445,Digital Motorworks (DMi),5,SUV,FALSE,Bright White Clearcoat,Black,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"2 Owners, Non-Personal Use Reported, Buyback Protection Eligible",62.48673611,Jeep,41865,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2017,Limited,29000
720616,Myrtle Beach,SC,29577,Cadillac Certified Program,4.8,SUV,TRUE,Silver,Black,,,Gasoline,"1 Owner, Buyback Protection Eligible",33.66324074,Cadillac,35709,XT5,Good Deal,Used,,2017,,33795
721107,Mentor,OH,44060,Digital Motorworks (DMi),4.8,SUV,TRUE,Red Passion Tintcoat,Shara Beige,FWD,3.6L V6 24V GDI DOHC,Gasoline,"1 Owner, Buyback Protection Eligible",67.419375,Cadillac,30435,XT5,Great Deal,Used,8-Speed Automatic,2017,,27999
721337,Villa Park,IL,60181,HomeNet Automotive,4.5,SUV,FALSE,Bright White Clearcoat,Black,4WD,Regular Unleaded V-6 3.6 L/220,Gasoline,,1.233483796,Jeep,28510,Grand Cherokee,,Used,8-Speed Automatic w/OD,2015,Altitude,27777
725367,Vienna,VA,22182,Jeep Certified Program,4.1,SUV,TRUE,Gray,,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"1 Owner, Buyback Protection Eligible",20.73865741,Jeep,27799,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2015,Limited,26469
727197,Chantilly,VA,20152,Digital Motorworks (DMi),3.5,SUV,FALSE,Red Horizon Tintcoat,Jet Black,AWD,3.6L V6 24V GDI DOHC,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",68.93251157,Cadillac,4029,XT5,Good Deal,Used,8-Speed Automatic,2019,Luxury,48750
729101,Indianapolis,IN,46240,Digital Motorworks (DMi),4.3,SUV,FALSE,Brilliant Black Crystal Pearlcoat,Black,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"1 Owner, Buyback Protection Eligible",13.99751157,Jeep,31873,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2016,High Altitude,32927
730916,Battle Creek,MI,49037,Inventory Command Center,4.7,SUV,FALSE,Bright White Clearcoat,Beige Leather,4WD,3.6L V6,Gasoline,"1 Owner, Title Issue(s) Reported",90.67209491,Jeep,9587,Grand Cherokee,Great Deal,Used,8-Speed Automatic (845RE),2017,Limited,28950
